sentence,label,intent
i would like to see all flights from Amman to Jeju,O O O O O O O O origin O destination,flight
show me ground transportation information for san francisco,O O O O O O O O,other
list all the flights that arrive at general mitchell international,O O O O O O O O O O,flight
i would like to fly united airlines from Rome dc to Cancún colorado,O O O O O O O O origin O O destination O,flight
what are the flights available in the morning between Nice and Krabi,O O O O O O O O O origin O destination,flight
what kind of airplane is flight ua _D_ from Paris to Phuket,O O O O O O O O O origin O destination,other
find me the weather in Dubai,O O O O O location,weather
list the fares of the delta airlines flights from Nice to Marrakech,O O O O O O O O O origin O destination,other
show me ground transportation information for dallas fort worth,O O O O O O O O O,other
can you show me the flights from Las Vegas to Miami,O O O O O O O origin origin O destination,flight
rental cars in washington dc,O O O O O,other
is it hot in Seoul,O O O O location,weather
what airlines fly from Agra to Suzhou with a stopover in denver,O O O O origin O destination O O O O O,other
give me return flights from Djerba to London for december third,O O O O O origin O destination O O O,flight
how long will it rain in Lima,O O O O O O location,weather
i want to fly from Jeju to Edirne next wednesday arriving in the evening and returning the next day,O O O O O origin O destination O O O O O O O O O O O,flight
can i have a rental car in houston,O O O O O O O O,other
find me the weather forecast for Zhuhai,O O O O O O location,weather
what does iah mean,O O O O,other
current weather in Kraków,O O O location,weather
is it hot in Sydney,O O O O location,weather
does american airlines fly to Barcelona from Orlando,O O O O O destination O origin,flight
show me all flights from Riyadh to Denpasar which arrive in Denpasar wednesday before noon,O O O O O origin O destination O O O destination O O O,flight
what airline besides continental flies between Lisbon and East Province,O O O O O O origin O destination destination,other
what is the price of a one way fare from Orlando to Rome,O O O O O O O O O O origin O destination,other
show me saturday and sunday 's flights from Doha to Kraków on american airlines,O O O O O O O O origin O destination O O O,flight
Rome temperature,location O,weather
Krabi temperature,location O,weather
show me the ground transportation at denver,O O O O O O O,other
i would like a nonstop flight from Delhi to Milan,O O O O O O O origin O destination,flight
do i get a meal on the Doha to bwi flight eastern _D_,O O O O O O O origin O O O O O,other
rain or sunny Beijing,O O O location,weather
and now show me ground transportation that i could get in boston late night,O O O O O O O O O O O O O O,other
show me all fares from Jakarta to Jeju leaving on a tuesday,O O O O O origin O destination O O O O,other
i want to find the first flight from Dubai to London that serves a meal,O O O O O O O O origin O destination O O O O,flight
show nonstop flights from Frankfurt to Manama on a tuesday which cost less than _D_ dollars one way,O O O O origin O destination O O O O O O O O O O O,flight
will Guangzhou be hot,O location O O,weather
show me all the flights from Istanbul to Agra for august thirty first _D_,O O O O O O origin O destination O O O O O,flight
can you tell me what aircraft is used for delta flight _D_ from Mexico City to Amsterdam,O O O O O O O O O O O O O origin origin O destination,other
how many flights arrive at general mitchell international,O O O O O O O O,other
is it hot in Manila,O O O O location,weather
what flights are available from Dubai to Zurich on thursday morning,O O O O O origin O destination O O O,flight
what 's the weather like in Shenzhen,O O O O O O location,weather
what does ap _D_ mean,O O O O O,other
rain jacket needed in Dubai now,O O O O location O,weather
i want a flight from Vienna Vienna to Madrid leaving Vienna Vienna in the afternoon arriving Madrid around _D_ in the afternoon,O O O O O origin origin O destination O origin origin O O O O destination O O O O O,flight
ground transportation san francisco,O O O O,other
what 's the cheapest fare from Jeju to Honolulu,O O O O O O origin O destination,other
I want to know if it will rain in Moscow,O O O O O O O O O location,weather
show me all delta airlines flights from Nice to San Francisco,O O O O O O O origin O destination destination,flight
Milan weather,location O,weather
list nonstop flights from Kiev to Shenzhen which arrive on monday after _D_ pm,O O O O origin O destination O O O O O O O,flight
what northwest flights stop in denver,O O O O O O,flight
is it going to be sunny in Sydney,O O O O O O O location,weather
Nice weather,location O,weather
show me the flights out of love field,O O O O O O O O,flight
show all flights on lufthansa airlines out of Zurich,O O O O O O O O origin,flight
i need a flight from Punta Cana to Shenzhen via dallas fort worth,O O O O O origin origin O destination O O O O,flight
in pittsburgh i 'd like to rent a car,O O O O O O O O O,other
temperature in Chiang Mai,O O location location,weather
show me one more time the first class fares from Nairobi to Hong Kong,O O O O O O O O O O origin O destination destination,other
what does ls stand for,O O O O O,other
will it rain today in Macau,O O O O O location,weather
show me the most expensive one way flight from Edirne to Muğla,O O O O O O O O O origin O destination,flight
list the number of flights arriving in Pattaya from Los Angeles before noon,O O O O O O O destination O origin origin O O,other
could you tell me if delta flight _D_ serves breakfast,O O O O O O O O O O,flight
which cities does united airlines service,O O O O O O,other
first flights from Doha to Krabi on a thursday,O O O origin O destination O O O,flight
can you help me with ground transportation information i need to get from the airport in Honolulu to downtown Beijing,O O O O O O O O O O O O O O O O origin O O destination,other
how much is the cheapest flight from Abu Dhabi to Denpasar with a stop in atlanta,O O O O O O O origin origin O destination O O O O O,other
show me all flights from Hanoi,O O O O O origin,flight
show me all the flights from Munich to Chennai on tuesday that leave after _D_ pm,O O O O O O origin O destination O O O O O O O,flight
i 'd like information on the least expensive airfare round trip from Florence to Barcelona,O O O O O O O O O O O O origin O destination,other
on april first i need a ticket from Singapore to Djerba departing before _D_ am,O O O O O O O O origin O destination O O O O,other
can you list flights departing from Paris and arriving in Prague,O O O O O O origin O O O destination,flight
do I need to bring umbrella to Venice today,O O O O O O O location O,weather
show me all flights from Doha to Los Angeles on june sixteenth arriving around _D_ o'clock in the evening,O O O O O origin O destination destination O O O O O O O O O O,flight
